Id,PONumber,ItemNumber,OrderQty
1521,39501,AFPL00NF0450000,48
1522,39501,AFPL00NF0550000,4
1523,39501,AFPL00NF0960000,9
1524,39501,AFFK00NF0010000,8
1525,39497,SLBD00KT0050000,24
1526,39497,SLBD00KT0070000,24
1527,39497,SFTR00KT0490000,60
1528,39497,SLBD00KT0230000,36
1529,39497,SLBD00KT0140000,60
1530,39497,SLBD00KT0160000,12
1531,39497,SACR00KT0010000,12
1532,39497,BFBA00KT0010000,12
1533,39497,BFBA00KT0020000,12
1534,39497,BFST00KT0080000,36
1535,39497,SFTR00KT0070000,24
1536,39497,SFRF00KT0010000,32
1537,39497,BFST00KT0280000,96
1538,39497,SFGF00KT0040000,60
1539,39497,BFST00KT0300000,24
1540,39497,BFST00KT0320000,12
1541,39497,SFTR00KT0260000,18
1542,39497,SLBD00KT0020000,24
1543,39497,SFTR00KT0370000,240
1544,39497,SLBD00KT0240000,12
1545,39497,SLBD00KT0250000,36
1546,39497,SFHF00KT0040000,12
1547,39498,AASS00AG0050000,288
1548,39498,AASS00AG0040000,144
1549,39498,ACGA00AG0980000,6
1550,39498,ACGA00AG1250000,4
1551,39498,ACGT00AG0330000,18
1552,39498,ACGA00AG1050000,2
1553,39498,ACCBWCAG2120000,2
1554,39498,ACGT00AG0270000,18
1555,39498,ACGA00AG0170000,12
1556,39498,ACGA00AG0560000,3
1557,39498,ACGA00AG0130000,4
1558,39498,ACGA00AG0700000,6
1559,39498,ACGA00AG0390000,4
1560,39498,ACGA00AG0930000,48
1561,39498,AECA00AG0460000,24
1562,39498,ACGA00AG0670000,36
1563,39498,ACGA00AG0910000,6
1564,39498,ACGA00AG1120000,12
1565,39498,ACGT00AG0230000,18
1566,39498,ACGT00AG0410000,18
1567,39498,ACGT00AG0140000,24
1568,39498,ACGA00AG0940000,36
1569,39498,ACGA00AG0230000,6
1570,39498,AECA00AG0400000,6
1571,39498,AESLSOAG0280000,12
1572,39498,RCTA00AG0130000,48
1573,39498,RCTA00AG0160000,24
1574,39498,ACCBWCAG2100000,1
1575,39498,ACCBWCAG2180000,2
1576,39498,AECA00AG0320000,24
1577,39498,RCSK00AG0090000,36
1578,39498,RCSK00AG0100000,36
1579,39498,AECA00AG0270000,6
1580,39498,RCTA00CL0280000,6
1581,39498,AESLLECL0130000,6
1582,39498,ACGT00AG0080000,12
1583,39498,ACGT00AG0420000,24
1584,39498,ACGA00AG1520000,12
1585,39498,ACGA00AG1550000,4
1586,39498,ACGA00AG1570000,12
1587,39498,ACGA00AG1580000,24
1588,39498,ACDT00AQ0080000,12
1589,39498,AEKT00AG0070000,144
1590,39498,AEKT00AG0080000,96
1591,39498,AEKT00AG0090000,60
1592,39498,AEKT00AG0100000,72
1593,39498,AEKT00AG0110000,24
1594,39498,AEKT00AG0120000,24
1595,39498,AEKTDTAG0040000,24
1596,39498,AEKTDTAG0080000,2
1597,39498,AEKT00AG0130000,12
1598,39498,AEKTDTAQ0020000,80
1599,39498,AESLLECL0150000,6
1600,39498,ACDT00AG0260000,96
1601,39498,ACDT00AG0270000,120
1602,39498,ACDT00AQ0010000,12
1603,39498,ACCBKDAQ0020000,24
1604,39498,ACCBKDAQ0040000,24
1605,39498,ACCBKDAQ0060000,24
1606,39498,AESLLEAQ0070000,12
1607,39498,ACDT00AQ0050000,60
1608,39499,AEIX00SP0020000,12
1609,39499,AEIX00SP0030000,10
1610,39499,AEIX00SP0090000,12
1611,39499,APWPIXSP0180000,6
1612,39499,APWPIXSP0190000,6
1613,39499,APWPIXSP0200000,6
1614,39499,APWPIXSP0210000,12
1615,39499,APWPIXSP0160000,6
1616,39499,AEXP00SP0050000,6
1617,39499,AEAPELSP0070000,160
1618,39499,APAP00SP0040000,6
1619,39499,PEDI00SP0010000,24
1620,39499,PESB00SP0080000,4
1621,39499,APWPIXSP0040000,12
1622,39500,RFPD00NG0090000,144
1623,39500,RFPD00NG0100000,120
1624,39500,RFPD00NG0130000,4
1625,39500,RFPD00NG0140000,60
1626,39500,RFPD00NG0150000,24
1627,39500,RFPD00NG0160000,16
1628,39500,RFPD00NG0190000,24
1629,39500,RFPD00NG0200000,24
1630,39500,RFPD00NG0210000,6
1631,39500,RFPD00NG0250000,12
1632,39500,RFPD00NG0290000,36
1633,39500,RFPD00NG0350000,12
1634,39500,RFPD00NG0370000,12
1635,39500,RFPD00NG0390000,36
1636,39500,RFPD00NG0400000,24
1637,39500,RFPD00NG0450000,60
1638,39500,RFPD00NG0460000,60
1639,39500,RFPD00NG0470000,24
1640,39500,RFPD00NG0480000,12
1641,39500,RFPD00NG1070000,24
1642,39502,SLBD00PS0040000,50
1643,39502,SLBD00PS0140000,300
1644,39502,SLBD00PS0160000,300
1645,39502,SLBD00PS0240000,168
1646,39502,SLBD00PS0250000,240
1647,39502,SLBD00PS0260000,250
1648,39503,AEUV00OC0010000,12
1649,39503,ALRBSOAG0050000,12
1650,39503,AMCN00AG0080000,288
1651,39503,AEIN00AQ0060000,480
1652,39503,AEIN00AQ0070000,144
1653,39503,AEIN00AQ0080000,120
1654,39503,AMCN00AQ0010000,80
1655,39503,AMCN00AQ0020000,80
1656,39503,AEHESUAQ0070000,48
1657,39503,AEHESUAQ0080000,48
1658,39503,AMCN00AG0070000,288
1659,39503,AMCN00AG0040000,144
1660,39503,AMCN00AG0060000,288
1661,39503,AMCN00AG0020000,576
1662,39503,AMCN00AG0030000,288
1663,39503,ALRBSOAG0100000,24
1664,39503,AEHESUAG0150000,144
1665,39503,AEHESUAQ0030000,360
1666,39503,AMHO00AG0040000,288
1667,39503,AMHO00AG0050000,480
1668,39503,ALRBLEAQ0030000,12
1669,39503,AESLSUAQ0080000,36
1670,39503,AEAPELAQ0010000,288
1671,39503,AEAPELAQ0020000,144
1672,39503,AEAPELAQ0030000,144
1673,39503,AEAPELAQ0040000,240
1674,39503,AEAPELAQ0050000,72
1675,39503,AMHO00AQ0010000,144
1676,39503,AMHO00AQ0020000,72
1677,39503,AMHO00AQ0030000,72
1678,39503,AMHO00AQ0070000,72
1679,39503,AEHESUAQ0120000,288
1680,39503,AEHESUAQ0150000,24
1681,39504,AACB00KM0270000,240
1682,39504,AACB00KM0300000,144
1683,39504,AWMSCOKM0510000,6
1684,39504,AWMSCOKM0170000,12
1685,39504,AWMSCOKM0700000,12
1686,39504,AWFT00KM0090000,24
1687,39504,AWPL00KM0020000,12
1688,39504,AAFE00KM0010000,24
1689,39505,AAGC00PY0210000,96
1690,39505,AAGC00PY0230000,90
1691,39505,AAGC00PY0140000,25
1692,39505,AAGC00PY0160000,50
1693,39505,AAGC00PY0180000,50
1694,39505,AAGC00PY0360000,60
1695,39505,AAGC00PY0370000,60
1696,39505,AAGC00PY0410000,180
1697,39505,AWBI00PY0020000,192
1698,39505,AAGC00PY0250000,8
1699,39505,AAGC00PY0020000,25
1700,39505,AAGC00PY0030000,25
1701,39505,AAGC00PY0040000,25
1702,39505,AAGC00PY0050000,25
1703,39505,AAGC00PY0010000,25
1704,39505,AAGC00PY0130000,25
1705,39505,AQAT00PY0040000,180
1706,39505,AQAT00PY0050000,16
1707,39505,AAGC00PY0290000,108
1708,39505,AAGC00PY0310000,120
1709,39505,AAGC00PY0280000,48
1710,39505,AAGC00PY0320000,96
1711,39505,AAGC00PY0300000,216
1712,39505,AQAT00PY0030000,200
1713,39505,AAGC00PY0330000,96
1714,39506,AMME00900010000,1968
1715,39511,AEKT00AG0060000,108
1716,39511,AEKT00AG0030000,216
1717,39511,AEKT00AG0050000,96
1718,39460,BIPR00HG0070000,8
1719,39460,BIPR00HG0110000,4
1720,39460,DQPT00HG0070000,4
1721,39460,DJCB00HG0260000,4
1722,39460,DJCB00HG0250000,4
1723,39460,DJCB00HG0210000,4
1724,39460,CJCB00HG0040000,4
1725,39460,DJCB00HG0080000,4
1726,39460,DJCB00HG0060000,2
1727,39460,DJCB00HG0050000,2
1728,39460,DJCB00HG0030000,2
1729,39460,CCLBACHG0260000,4
1730,39460,BFBA00HG0040000,3
1731,39460,BFPL00HG0190000,3
1732,39460,BFPL00HG0180000,6
1733,39460,BFSE00HG0070000,10
1734,39460,BFSE00HG0080000,10
1735,39460,BFSE00HG0110000,10
1736,39460,BFSE00HG0120000,10
1737,39460,BFSE00HG0100000,10
1738,39460,BFSE00HG0090000,10
1739,39460,BFPL00HG0310000,8
1740,39460,BFPL00HG0250000,6
1741,39460,BFPL00HG0060000,3
1742,39460,BFPL00HG0230000,3
1743,39460,BFPL00HG0320000,3
1744,39460,BFPL00HG0170000,2
1745,39460,BFSE00HG0050000,3
1746,39460,BFSE00HG0060000,3
1747,39460,BFPL00HG0330000,3
1748,39460,BFPL00HG0120000,3
1749,39460,BFPL00HG0280000,6
1750,39460,BFPL00HG0040000,3
1751,39460,BFPL00HG0010000,3
1752,39460,BFPL00HG0270000,4
1753,39460,BCPC00HG0010000,40
1754,39460,SCPC00HG0010000,40
1755,39510,SACR00ST0010000,24
1756,39510,SCPL00ST0010000,12
1757,39510,SGFL00ST0040000,72
1758,39510,SACG00ST0010000,72
1759,39510,SGFL00ST0070000,144
1760,39510,SGFL00ST0090000,72
1761,39510,SGFL00ST0100000,12
1762,39510,SFTR00ST0010000,72
1763,39510,SFTR00ST0020000,72
1764,39510,SLLT00ST0010000,72
1765,39510,SFTR00ST0040000,48
1766,39510,SILB00ST0010000,24
1767,39510,SACG00ST0080000,48
1768,39510,SACG00ST0100000,24
1769,39510,SACG00ST0110000,24
1770,39510,SACG00ST0170000,120
1771,39510,SACG00ST0180000,24
1772,39510,SMCR00ST0020000,24
1773,39510,SMCR00ST0090000,900
1774,39510,SACG00KT0170000,60
1775,39510,SACG00KT0190000,72
1776,39510,SJBL00KT0110000,48
1777,39510,SJBL00KT0120000,96
1778,39510,SCMT00KT0020000,24
1779,39510,SILB00KT0010000,12
1780,39510,SACG00KT0050000,48
1781,39510,SACG00KT0060000,72
1782,39510,SJBL00KT0010000,48
1783,39510,SJBL00KT0030000,96
1784,39510,SJBL00KT0060000,96
1785,39510,SJWT00KT0010000,72
1786,39510,SJWT00KT0030000,144
1787,39510,SKKT00KT0040000,24
1788,39510,SKKT00KT0050000,24
1789,39510,SKKT00KT0070000,12
1790,39513,AFFR00OE0190000,56
1791,39513,AFFR00OE0180000,1350
1792,39513,AFFR00OE0110000,120
1793,39513,AFFR00BA0200000,40
1794,39513,AFFR00BA0260000,180
1795,39513,AFFR00BA0270000,160
1796,39513,AFFR00OE0070000,45
1797,39513,AFFR00BA0030000,900
1798,39513,AFFR00BA0010000,900
1799,39513,AFFR00BA0020000,432
1800,39513,AFFR00BA0340000,288
1801,39513,AFFR00BA0350000,432
1802,39530,APPV00RP0210000,24
1803,39530,AEXP00RP0130000,36
1804,39530,AESLLERP0050000,12
1805,39530,APPV00RP0810000,36
1806,39530,APPV00RP0090000,36
1807,39530,AEUV00RP0110000,2
1808,39530,ACGA00RP0030000,24
1809,39530,ACGA00RP0040000,24
1810,39530,ACGA00RP0050000,24
1811,39530,ACGA00RP0060000,24
1812,39530,AESLLERP0060000,12
1813,39537,AAGC00PY0230000,25
1814,39537,AAGC00PY0170000,50
1815,39537,AAGC00PY0360000,48
1816,39537,AAGC00PY0370000,48
1817,39537,AWWC00PY0030000,72
1818,39537,AWWC00PY0040000,48
1819,39537,AWBI00PY0070000,60
1820,39537,AWBI00PY0080000,36
1821,39537,AQAT00PY0050000,8
1822,39537,AAGC00PY0290000,48
1823,39537,AAGC00PY0310000,96
1824,39537,AAGC00PY0300000,120
1825,39531,RWWA00EL0010000,432
1826,39531,AWBI00EL0030000,24
1827,39531,AWWC00EL0130000,432
1828,39531,AWBI00EL0180000,24
1829,39531,AWBI00EL0190000,72
1830,39531,AWBI00EL0200000,216
1831,39531,AWBI00EL0210000,12
1832,39531,AWMD00EL0040000,12
1833,39542,REPM00JH0030000,20
1834,39542,REPM00JH0040000,40
1835,39542,REPM00JH0050000,40
1836,39542,REPM00JH0060000,50
1837,39542,REPM00JH0070000,30
1838,39542,REPM00JH0080000,10
1839,39542,REPM00JH0090000,50
1840,39542,REPM00JH0110000,25
1841,39542,REPM00JH0140000,25
1842,39542,REPM00JH0150000,25
1843,39542,REPM00JH0220000,25
1844,39542,REPM00JH0310000,25
1845,39542,REHUMIJH0030000,144
1846,39542,REHUMIJH0040000,48
1847,39543,ACGA00SE0250000,15
1848,39543,ACGA00SE0300000,12
1849,39543,ACGA00SE0340000,9
1850,39532,ACGA00AG1320000,2
1851,39532,AESLSOAG0280000,24
1852,39532,AESLSOAG0360000,36
1853,39532,AESLSOAG0390000,24
1854,39532,RCTA00CL0280000,6
1855,39532,RCTA00CL0320000,6
1856,39532,ACGA00AG0460000,48
1857,39532,ACGA00AG0740000,6
1858,39532,ACGA00AG1200000,2
1859,39532,AESLSOAG0340000,6
1860,39532,ACDT00AQ0080000,24
1861,39532,AEKTDTAG0070000,2
1862,39532,AECP00AG0050000,6
1863,39532,AESLLEAQ0160000,24
1864,39532,RCTA00CL0340000,12
1865,39532,ACDT00AQ0050000,60
1866,39393,CYIN00GW0080000,576
1867,39393,CYIN00GW0070000,480
1868,39393,CYIN00GW0090000,576
1869,39393,CYIN00GW0100000,576
1870,39393,CYIN00GW0120000,576
1871,39393,CYIN00GW0040000,384
1872,39393,CYIN00GW0050000,480
1873,39393,DYRI00GW0070000,72
1874,39393,DYRI00GW0100000,360
1875,39393,DYRI00GW0110000,288
1876,39393,CYIN00GW0130000,288
1877,39393,CYIN00GW0140000,288
1878,39393,CYIN00GW0150000,576
1879,39393,CYIN00GW0160000,576
1880,39393,CYIN00GW0170000,576
1881,39393,CYIN00GW0180000,576
1882,39393,CYIN00GW0190000,576
1883,39393,CYIN00GW0200000,576
1884,39393,CYIN00GW0210000,384
1885,39393,CYIN00GW0220000,576
1886,39393,CYIN00GW0230000,576
1887,39393,DYRI00GW0270000,288
1888,39393,DYRI00GW0280000,288
1889,39393,DYRI00GW0290000,288
1890,39393,DYRI00GW0300000,288
1891,39393,DYRI00GW0310000,288
1892,39393,DYRI00GW0320000,288
1893,39393,DYRI00GW0330000,288
1894,39393,DYRI00GW0360000,288
1895,39393,DYRI00GW0370000,288
1896,39393,DYRI00GW0380000,480
1897,39393,DYRI00GW0390000,480
1898,39393,DYRI00GW0400000,480
1899,39393,DYRI00GW0410000,288
1900,39393,DYRI00GW0420000,480
1901,39393,DYRI00GW0430000,288
1902,39393,DYRI00GW0440000,288
1903,39393,DYRI00GW0450000,120
1904,39393,DYRI00GW0460000,144
1905,39393,CYIN00GW0110000,384
1906,39393,CYIN00GW0020000,672
1907,39393,DYRI00GW0250000,312
1908,39393,CYIN00GW0240000,380
1909,39534,DLLE00GJ0010000,36
1910,39534,DLLE00GJ0020000,48
1911,39534,DLLE00GJ0030000,48
1912,39534,DLLE00GJ0040000,36
1913,39534,DLLE00GJ0050000,36
1914,39534,DLLE00GJ0080000,12
1915,39534,DLLE00GJ0090000,12
1916,39534,DLLE00GJ0130000,12
1917,39534,DLLE00GJ0140000,24
1918,39534,DLLE00GJ0150000,36
1919,39534,DLLE00GJ0160000,12
1920,39534,DLLE00GJ0210000,12
1921,39534,DLCL00GJ0010000,12
1922,39534,DLCL00GJ0030000,24
1923,39534,DLCL00GJ0040000,12
1924,39534,DLCL00GJ0090000,12
1925,39534,DLLE00GJ0370000,6
1926,39534,DLLE00GJ0500000,24
1927,39534,DLCL00GJ0370000,12
1928,39534,DLCL00GJ0380000,12
1929,39534,DLCL00GJ0410000,12
1930,39534,DLCL00GJ0440000,12
1931,39534,DLCL00GJ0470000,12
1932,39534,DLCL00GJ0480000,12
1933,39534,DLCL00GJ0500000,12
1934,39534,DLCL00GJ0510000,12
1935,39534,DLCL00GJ0540000,12
1936,39534,DLCL00GJ0200000,12
1937,39557,REHECAZM0010000,5
1938,39557,REHESUZM0050000,1
1939,39557,REFIH5ZM0010000,2
1940,39557,REHESUZM0030000,1
1941,39557,RCSKPAZM0070000,2
1942,39557,RLFIDLZM0010000,1
1943,39557,REHEMAZM0030000,2
1944,39557,RATM00ZM0010000,2
1945,39557,REFIDLZM0010000,3
1946,39557,RLFICLZM0020000,1
1947,39557,RLFIDLZM0020000,2
1948,39557,RMCH00ZM0030000,1
1949,39557,RTTHDIZM0020000,1
1950,39557,REIN00ZM0050000,1
1951,39557,RAFE00ZM0370000,1
1952,39557,AESLLEZM0120000,1
1953,39557,REHEMAZM0040000,1
1954,39557,REHESUZM0040000,2
1955,39557,REHEMAZM0050000,1
1956,39557,RHOT00ZM0170000,2
1957,39557,RTTHDIZM0050000,1
1958,39557,REDE00ZM0010000,1
1959,39557,RHSA00ZM0070001,1
1960,39557,RHOT00ZM0200000,1
1961,39557,REFIH5ZM0010000,2
1962,39557,REFIH5ZM0020000,2
1963,39557,REFIH5ZM0040000,2
1964,39557,RECN00ZM0030000,2
1965,39557,RHOT00ZM0230000,3
1966,39557,RHOT00ZM0040000,1
1967,39557,RCTA00ZM0350000,1
1968,39557,RCSKPAZM0080000,1
1969,39557,RFCA00ZM0150000,2
1970,39557,AFCA00ZM0030000,1
1971,39557,RATM00ZM0020000,1
1972,39557,RHOT00ZM0260000,1
1973,39557,RFST00ZM0010000,1
1974,39557,RLFIDLZM0040000,1
1975,39557,RHOT00ZM0100000,1
1976,39557,RDGR00ZM0030000,1
1977,39557,RHSA00ZM0050001,1
1978,39557,ACWC00PF0130000,2
1979,39557,REHUWAZM0010000,1
1980,39557,RFPL00ZM0500000,1
1981,39557,REFILEZM0060000,3
1982,39557,RLRBINZM0150000,5
1983,39557,RLRBINZM0170000,2
1984,39557,RLRBINZM0180000,2
1985,39557,RLRBINZM0230000,7
1986,39557,RLRBINZM0210000,8
1987,39557,RLRBINZM0220000,3
1988,39557,RLRBINZM0190000,29
1989,39557,RLRBINZM0200000,18
1990,39557,RLRBINZM0430000,2
1991,39557,RLRBINZM0280000,4
1992,39557,RLRBINZM0290000,3
1993,39557,RLRBINZM0240000,7
1994,39557,RLRBINZM0380000,3
1995,39557,RLRBINZM0390000,8
1996,39557,RLRBINZM0530000,3
1997,39557,RLRBINZM0490000,3
1998,39557,RLFIPLZM0010000,1
1999,39557,ALRBH5ZM0180000,1
2000,39557,RLRBHLZM0030000,1
2001,39557,RLRBPCZM0010000,2
2002,39557,RLRBPCZM0020000,2
2003,39557,RLRBINZM0420000,1
2004,39557,RLRBINZM0370000,1
2005,39557,RLRBPCZM0030000,1
2006,39557,RTHEMAZM0010000,1
2007,39557,RTHEMAZM0020000,1
2008,39557,RTHEMAZM0050000,1
2009,39557,RLRBINZM0340000,2
2010,39557,RLRBINZM0300000,2
2011,39557,RLRBINZM0450000,2
2012,39557,RLRBINZM0030000,1
2013,39557,RLRBINZM0100000,1
2014,39557,RLRBHLZM0020000,2
2015,39557,RLRBNOZM0070000,2
2016,39557,ALRBH5ZM0160000,2
2017,39557,ALRBH5ZM0130000,3
2018,39557,ALRBH5ZM0090000,2
2019,39557,RLRBNOZM0140000,2
2020,39557,RLRBNOZM0110000,1
2021,39557,RLRBINZM0560000,3
2022,39557,REFIH5ZM0030000,1
2023,39557,ALRBH5ZM0150000,1
2024,39557,RTHUMIZM0030000,1
2025,39558,AAGC00PY0210000,96
2026,39558,AAGC00PY0230000,40
2027,39558,AAGC00PY0200000,5
2028,39561,AMME00900010000,14760
2029,39559,AEHESUAQ0030000,480
2030,39559,AEHESUAQ0040000,480
2031,39559,AEHESUAQ0050000,144
2032,39559,AEHESUAQ0060000,144
2033,39559,AEHO00AG0040000,288
2034,39559,AEHESUAQ0090000,144
2035,39559,ARUVRBCL0090000,48
2036,39559,AXHY00OC0010000,36
2037,39559,AMCN00AG0080000,192
2038,39559,AEIN00AQ0050000,144
2039,39559,AEIN00AQ0060000,144
2040,39559,AMCN00AQ0040000,48
2041,39559,AMCN00AQ0050000,72
2042,39559,ARPSINCL0040000,36
2043,39559,AMCN00AG0070000,288
2044,39559,AEHO00AG0020000,144
2045,39559,AEHO00AG0030000,96
2046,39559,AMCN00AG0050000,720
2047,39559,AMCN00AG0060000,720
2048,39559,AMCN00AG0020000,480
2049,39559,AMCN00AG0030000,480
2050,39559,AMIN00AQ0010000,72
2051,39559,AESLSUAQ0050000,36
2052,39559,ALRBLEAQ0020000,12
2053,39559,ALRBLEAQ0070000,24
2054,39559,ALRBLEAQ0080000,24
2055,39559,ALRBLEAQ0110000,12
2056,39559,ALRBLEAQ0120000,24
2057,39559,AESLSUAQ0070000,36
2058,39559,ALRBLEAQ0180000,12
2059,39559,AMHO00AQ0010000,72
2060,39559,AMHO00AQ0020000,72
2061,39559,AMHO00AQ0040000,72
2062,39559,AMHO00AQ0050000,144
2063,39559,AMHO00AQ0060000,72
2064,39559,AMHO00AQ0080000,72
2065,39559,AMHO00AQ0090000,72
2066,39559,AEHO00AG0060000,144
2067,39559,AEHESUAQ0120000,144
2068,39559,AWWC00AQ0010000,72
2069,39559,AWWC00AQ0020000,36
2070,39559,AWWC00AQ0040000,36
2071,39559,RCTA00CL0360000,24
2072,39562,BCCADBPH0180000,12
2073,39562,BYRC00PH0200000,12
2074,39562,BYRC00PH0210000,12
2075,39562,BYRC00PH0220000,12
2076,39562,BCPC00PH0010000,12
2077,39562,BCMC00PH0270000,12
2078,39562,BYRC00PH0280000,12
2079,39562,BCSC00PH0230000,2
2080,39562,BISW00PH0060000,6
2081,39562,BIPR00PH0270000,12
2082,39562,BIPR00PH0280000,12
2083,39562,BIPR00PH0290000,12
2084,39562,BIPR00PH0300000,6
2085,39562,BIPR00PH0310000,12
2086,39562,BCSC00PH0450000,12
2087,39562,BCSC00PH0460000,6
2088,39562,SCMT00PH0330000,12
2089,39562,BCSC00PH0320000,24
2090,39562,BCSC00PH0330000,24
2091,39562,BCMC00PH0280000,24
2092,39562,BYRC00PH0460000,6
2093,39562,BYRC00PH0480000,12
2094,39562,BYRC00PH0500000,12
2095,39562,BYRC00PH0520000,12
2096,39562,SACG00PH0110000,48
2097,39562,SACG00PH0120000,48
2098,39562,SACG00PH0130000,12
2099,39562,BCSC00PH0380000,6
2100,39562,BCSC00PH0420000,3
2101,39562,SCMT00PH0340000,3
2102,39562,BCCASTPH0090000,8
2103,39562,BYWO00PH0060000,12
2104,39562,BYWO00PH0080000,24
2105,39562,BYWO00PH0100000,12
2106,39562,BYWO00PH0120000,24
2107,39562,BYWO00PH0160000,24
2108,39562,BCMC00PH0250000,4
2109,39562,BYPL00PH0070000,24
2110,39562,BCSC00PH0180000,12
2111,39562,BCSC00PH0170000,24
2112,39562,BCMC00PH0220000,8
2113,39562,BJFS00PH0050000,24
2114,39562,BJFS00PH0040000,24
2115,39562,BJFS00PH0030000,12
2116,39562,SILB00PH0010000,60
2117,39562,BYWO00PH0170000,12
2118,39562,BYWO00PH0180000,12
2119,39562,BIPR00PH0020000,12
2120,39562,BIPR00PH0050000,48
2121,39562,BIPR00PH0060000,12
2122,39562,BIPR00PH0080000,24
2123,39562,BCMC00PH0040000,16
2124,39562,BCMC00PH0050000,24
2125,39562,BCMC00PH0060000,20
2126,39562,BILD00PH0020000,12
2127,39562,BILD00PH0070000,12
2128,39562,BILD00PH0090000,12
2129,39562,BCCADBPH0010000,48
2130,39562,BCCADBPH0020000,36
2131,39562,BCCADBPH0030000,96
2132,39562,BYRC00PH0060000,12
2133,39562,BYRC00PH0110000,12
2134,39562,BGNS00PH0020000,36
2135,39562,BCCADBPH0060000,24
2136,39562,BYRC00PH0140000,24
2137,39562,SAFD00PH0020000,12
2138,39562,SCPC00PH0050000,12
2139,39562,BYWO00PH0020000,12
2140,39562,BVVI00PH0010000,48
2141,39562,BCMC00PH0170000,18
2142,39562,BCSC00PH0100000,12
2143,39562,BCCADBPH0130000,6
2144,39562,BCCADBPH0120000,18
2145,39562,BYRC00PH0190000,12
2146,39562,BCMC00PH0090000,12
2147,39562,BCMC00PH0110000,36
2148,39562,BIPR00PH0210000,24
2149,39562,BIPR00PH0220000,24
2150,39562,BYPL00PH0020000,36
2151,39562,BHBC00PH0020000,120
2152,39562,BCMC00PH0120000,16
2153,39562,BCMC00PH0140000,27
2154,39562,BKKT00PH0010000,12
2155,39562,BCMC00PH0150000,24
2156,39562,BCMC00PH0160000,12
2157,39562,SGFL00PH0040000,12
2158,39562,SGFL00PH0080000,24
2159,39562,BCSC00PH0090000,6
2160,39562,SACG00PH0030000,36
2161,39562,SCMT00PH0130000,8
2162,39562,SCMT00PH0140000,8
2163,39562,SCMT00PH0150000,8
2164,39562,SACG00PH0040000,24
2165,39560,ACGARRPD0010000,2
2166,39560,ACGARRPD0050000,3
2167,39560,ACGARRPD0090000,3
2168,39560,ACGARRPD0100000,3
2169,39560,ARWD00PD0140000,12
2170,39560,ACKT00PD0010000,4
2171,39560,ACKT00PD0020000,2
2172,39560,ACGARRPD0040000,2
2173,39560,ACGARRPD0120000,3
2174,39560,ACGARRPD0130000,3
2175,39560,ARWD00PD0250000,12
2176,39560,ARWD00PD0160000,6
2177,39560,ACGARRPD0110000,1
2178,39560,ACGARRPD0020000,1
2179,39560,ARWD00PD0260000,12
2180,39577,AEIP00EM0240000,48
2181,39587,ACCBWCSE0250000,18
2182,39587,ACCBWCSE1060000,18
2183,39587,ACCBWCSE1070000,24
2184,39587,ACCBWCSE1080000,12
2185,39587,ACCBWCSE1090000,9
2186,39587,ACCBWCSE1100000,9
2187,39587,ACCBWCSE1110000,12
2188,39587,ACCBWCSE1120000,6
2189,39587,ACCBWCSE0080000,60
2190,39587,ACCBWCSE0090000,12
2191,39587,ACCBWCSE0100000,12
2192,39587,ACCBWCSE0240000,6
2193,39610,BIPR00JW0050000,6
2194,39610,BIPR00JW0040000,2
2195,39610,BIPR00JW0060000,6
2196,39610,BFPL00FD0040000,2
2197,39610,BFPL00FD0050000,2
2198,39610,BFPL00FD0250000,2
2199,39610,BFPL00FD0260000,2
2200,39610,BFPL00FD0200000,1
2201,39610,BFST00FD0180000,2
2202,39610,BFST00FD0020000,2
2203,39610,BFST00FD0030000,2
2204,39610,BFST00FD0080000,4
2205,39610,BFST00FD0070000,4
2206,39610,BFST00FD0060000,4
2207,39610,BFST00FD0050000,4
2208,39610,BFST00FD0100000,4
2209,39610,BCCADBJW0060000,4
2210,39610,BADS00JW0020000,2
2211,39610,BCCADBJW0050000,4
2212,39610,BCCADBJW0020000,4
2213,39610,SLBD00FD0190000,4
2214,39610,SFTR00FD0040000,6
2215,39610,SFTR00FD0120000,6
2216,39610,SFTR00FD0010000,4
2217,39610,SFTR00FD0390000,4
2218,39610,SFTR00FD0460000,2
2219,39610,SFTR00FD0440000,2
2220,39610,SVVM00FD0060000,4
2221,39610,SFGF00FD0040000,2
2222,39610,SFHF00FD0050000,3
2223,39610,SFTR00FD0540000,6
2224,39610,SFTR00FD0030000,10
2225,39610,SFRF00FD0040000,4
2226,39610,SFRF00FD0050000,4
2227,39610,SFRF00FD0020000,4
2228,39610,SFRF00FD0010000,4
2229,39610,SFEF00FD0030000,1
2230,39615,AWPL00SM0100000,256
2231,39615,AWPL00SM0110000,2400
2232,39611,AWFT00SM0020000,25
2233,39611,AWMSCOSM0630000,12
2234,39611,AWBI00SM0100000,4
2235,39611,AMCH00SM0130000,12
2236,39611,AWMSFISM0070000,144
2237,39611,CFCNLQSM0010000,25
2238,39611,AWMSCOSM0960000,12
2239,39611,AWBI00SM0380000,12
2240,39611,AACB00SM0090000,12
2241,39611,AACB00SM0120000,24
2242,39611,AWBI00SM0300000,12
2243,39611,AMCH00SM0330000,2
2244,39611,AEHO00SM0010000,120
2245,39611,AEHO00SM0020000,80
2246,39611,AEHO00SM0030000,80
2247,39611,AAOT00SM0080000,12
2248,39611,AAOT00SM0110000,12
2249,39611,AAOT00SM0160000,12
2250,39611,AACB00SM0330000,24
