Id,BinCode,BinTypeId,Reference,Creator,CreateTime,WarehouseLocationId
3787,SB120205,1,Picking Using only,System Inital,2/2/2021 20:47,1
3788,SB120207,1,Picking Using only,System Inital,2/2/2021 20:47,1
3789,SB120211,1,Picking Using only,System Inital,2/2/2021 20:47,1
3790,SB120213,1,Picking Using only,System Inital,2/2/2021 20:47,1
3791,SB120215,1,Picking Using only,System Inital,2/2/2021 20:47,1
3792,SB120301,1,Picking Using only,System Inital,2/2/2021 20:47,1
3793,SB120303,1,Picking Using only,System Inital,2/2/2021 20:47,1
3794,SB120305,1,Picking Using only,System Inital,2/2/2021 20:47,1
3795,SB120307,1,Picking Using only,System Inital,2/2/2021 20:47,1
3796,SB120309,1,Picking Using only,System Inital,2/2/2021 20:47,1
3797,SB120313,1,Picking Using only,System Inital,2/2/2021 20:47,1
3798,SB120315,1,Picking Using only,System Inital,2/2/2021 20:47,1
3799,SB120401,1,Picking Using only,System Inital,2/2/2021 20:47,1
3800,SB120403,1,Picking Using only,System Inital,2/2/2021 20:47,1
3801,SB120405,1,Picking Using only,System Inital,2/2/2021 20:47,1
3802,SB120407,1,Picking Using only,System Inital,2/2/2021 20:47,1
3803,SB120409,1,Picking Using only,System Inital,2/2/2021 20:47,1
3804,SB120411,1,Picking Using only,System Inital,2/2/2021 20:47,1
3805,SB120413,1,Picking Using only,System Inital,2/2/2021 20:47,1
3806,SB120415,1,Picking Using only,System Inital,2/2/2021 20:47,1
3807,SB120501,1,Picking Using only,System Inital,2/2/2021 20:47,1
3808,SB120505,1,Picking Using only,System Inital,2/2/2021 20:47,1
3809,SB120509,1,Picking Using only,System Inital,2/2/2021 20:47,1
3810,SB120513,1,Picking Using only,System Inital,2/2/2021 20:47,1
3811,SB120601,1,Picking Using only,System Inital,2/2/2021 20:47,1
3812,SB120609,1,Picking Using only,System Inital,2/2/2021 20:47,1
3813,SB130201,1,Picking Using only,System Inital,2/2/2021 20:47,1
3814,SB130203,1,Picking Using only,System Inital,2/2/2021 20:47,1
3815,SB130207,1,Picking Using only,System Inital,2/2/2021 20:47,1
3816,SB130209,1,Picking Using only,System Inital,2/2/2021 20:47,1
3817,SB130211,1,Picking Using only,System Inital,2/2/2021 20:47,1
3818,SB130213,1,Picking Using only,System Inital,2/2/2021 20:47,1
3819,SB130215,1,Picking Using only,System Inital,2/2/2021 20:47,1
3820,SB130301,1,Picking Using only,System Inital,2/2/2021 20:47,1
3821,SB130303,1,Picking Using only,System Inital,2/2/2021 20:47,1
3822,SB130305,1,Picking Using only,System Inital,2/2/2021 20:47,1
3823,SB130307,1,Picking Using only,System Inital,2/2/2021 20:47,1
3824,SB130309,1,Picking Using only,System Inital,2/2/2021 20:47,1
3825,SB130311,1,Picking Using only,System Inital,2/2/2021 20:47,1
3826,SB130315,1,Picking Using only,System Inital,2/2/2021 20:47,1
3827,SB130405,1,Picking Using only,System Inital,2/2/2021 20:47,1
3828,SB130407,1,Picking Using only,System Inital,2/2/2021 20:47,1
3829,SB130413,1,Picking Using only,System Inital,2/2/2021 20:47,1
3830,SB130415,1,Picking Using only,System Inital,2/2/2021 20:47,1
3831,SB130501,1,Picking Using only,System Inital,2/2/2021 20:47,1
3832,SB130509,1,Picking Using only,System Inital,2/2/2021 20:47,1
3833,SB130511,1,Picking Using only,System Inital,2/2/2021 20:47,1
3834,SB130513,1,Picking Using only,System Inital,2/2/2021 20:47,1
3835,SB130515,1,Picking Using only,System Inital,2/2/2021 20:47,1
3836,SB130601,1,Picking Using only,System Inital,2/2/2021 20:47,1
3837,SB130609,1,Picking Using only,System Inital,2/2/2021 20:47,1
3838,SB130613,1,Picking Using only,System Inital,2/2/2021 20:47,1
3839,SB140201,1,Picking Using only,System Inital,2/2/2021 20:47,1
3840,SB140205,1,Picking Using only,System Inital,2/2/2021 20:47,1
3841,SB140207,1,Picking Using only,System Inital,2/2/2021 20:47,1
3842,SB140209,1,Picking Using only,System Inital,2/2/2021 20:47,1
3843,SB140211,1,Picking Using only,System Inital,2/2/2021 20:47,1
3844,SB140213,1,Picking Using only,System Inital,2/2/2021 20:47,1
3845,SB140215,1,Picking Using only,System Inital,2/2/2021 20:47,1
3846,SB140301,1,Picking Using only,System Inital,2/2/2021 20:47,1
3847,SB140303,1,Picking Using only,System Inital,2/2/2021 20:47,1
3848,SB140305,1,Picking Using only,System Inital,2/2/2021 20:47,1
3849,SB140307,1,Picking Using only,System Inital,2/2/2021 20:47,1
3850,SB140313,1,Picking Using only,System Inital,2/2/2021 20:47,1
3851,SB140315,1,Picking Using only,System Inital,2/2/2021 20:47,1
3852,SB140403,1,Picking Using only,System Inital,2/2/2021 20:47,1
3853,SB140405,1,Picking Using only,System Inital,2/2/2021 20:47,1
3854,SB140409,1,Picking Using only,System Inital,2/2/2021 20:47,1
3855,SB140411,1,Picking Using only,System Inital,2/2/2021 20:47,1
3856,SB140413,1,Picking Using only,System Inital,2/2/2021 20:47,1
3857,SB140415,1,Picking Using only,System Inital,2/2/2021 20:47,1
3858,SB140501,1,Picking Using only,System Inital,2/2/2021 20:47,1
3859,SB140505,1,Picking Using only,System Inital,2/2/2021 20:47,1
3860,SB140509,1,Picking Using only,System Inital,2/2/2021 20:47,1
3861,SB140513,1,Picking Using only,System Inital,2/2/2021 20:47,1
3862,SB140601,1,Picking Using only,System Inital,2/2/2021 20:47,1
3863,SB140607,1,Picking Using only,System Inital,2/2/2021 20:47,1
3864,SB140609,1,Picking Using only,System Inital,2/2/2021 20:47,1
3865,SB150201,1,Picking Using only,System Inital,2/2/2021 20:47,1
3866,SB150203,1,Picking Using only,System Inital,2/2/2021 20:47,1
3867,SB150205,1,Picking Using only,System Inital,2/2/2021 20:47,1
3868,SB150207,1,Picking Using only,System Inital,2/2/2021 20:47,1
3869,SB150209,1,Picking Using only,System Inital,2/2/2021 20:47,1
3870,SB150213,1,Picking Using only,System Inital,2/2/2021 20:47,1
3871,SB150215,1,Picking Using only,System Inital,2/2/2021 20:47,1
3872,SB150301,1,Picking Using only,System Inital,2/2/2021 20:47,1
3873,SB150303,1,Picking Using only,System Inital,2/2/2021 20:47,1
3874,SB150305,1,Picking Using only,System Inital,2/2/2021 20:47,1
3875,SB150307,1,Picking Using only,System Inital,2/2/2021 20:47,1
3876,SB150309,1,Picking Using only,System Inital,2/2/2021 20:47,1
3877,SB150311,1,Picking Using only,System Inital,2/2/2021 20:47,1
3878,SB150313,1,Picking Using only,System Inital,2/2/2021 20:47,1
3879,SB150315,1,Picking Using only,System Inital,2/2/2021 20:47,1
3880,SB150401,1,Picking Using only,System Inital,2/2/2021 20:47,1
3881,SB150403,1,Picking Using only,System Inital,2/2/2021 20:47,1
3882,SB150405,1,Picking Using only,System Inital,2/2/2021 20:47,1
3883,SB150407,1,Picking Using only,System Inital,2/2/2021 20:47,1
3884,SB150409,1,Picking Using only,System Inital,2/2/2021 20:47,1
3885,SB150411,1,Picking Using only,System Inital,2/2/2021 20:47,1
3886,SB150413,1,Picking Using only,System Inital,2/2/2021 20:47,1
3887,SB150415,1,Picking Using only,System Inital,2/2/2021 20:47,1
3888,SB150501,1,Picking Using only,System Inital,2/2/2021 20:47,1
3889,SB150505,1,Picking Using only,System Inital,2/2/2021 20:47,1
3890,SB150509,1,Picking Using only,System Inital,2/2/2021 20:47,1
3891,SB150513,1,Picking Using only,System Inital,2/2/2021 20:47,1
3892,SB150515,1,Picking Using only,System Inital,2/2/2021 20:47,1
3893,SB150601,1,Picking Using only,System Inital,2/2/2021 20:47,1
3894,SB150609,1,Picking Using only,System Inital,2/2/2021 20:47,1
3895,SB160201,1,Picking Using only,System Inital,2/2/2021 20:47,1
3896,SB160203,1,Picking Using only,System Inital,2/2/2021 20:47,1
3897,SB160209,1,Picking Using only,System Inital,2/2/2021 20:47,1
3898,SB160211,1,Picking Using only,System Inital,2/2/2021 20:47,1
3899,SB160213,1,Picking Using only,System Inital,2/2/2021 20:47,1
3900,SB160301,1,Picking Using only,System Inital,2/2/2021 20:47,1
3901,SB160303,1,Picking Using only,System Inital,2/2/2021 20:47,1
3902,SB160305,1,Picking Using only,System Inital,2/2/2021 20:47,1
3903,SB160307,1,Picking Using only,System Inital,2/2/2021 20:47,1
3904,SB160309,1,Picking Using only,System Inital,2/2/2021 20:47,1
3905,SB160313,1,Picking Using only,System Inital,2/2/2021 20:47,1
3906,SB160315,1,Picking Using only,System Inital,2/2/2021 20:47,1
3907,SB160401,1,Picking Using only,System Inital,2/2/2021 20:47,1
3908,SB160403,1,Picking Using only,System Inital,2/2/2021 20:47,1
3909,SB160405,1,Picking Using only,System Inital,2/2/2021 20:47,1
3910,SB160407,1,Picking Using only,System Inital,2/2/2021 20:47,1
3911,SB160409,1,Picking Using only,System Inital,2/2/2021 20:47,1
3912,SB160411,1,Picking Using only,System Inital,2/2/2021 20:47,1
3913,SB160413,1,Picking Using only,System Inital,2/2/2021 20:47,1
3914,SB160415,1,Picking Using only,System Inital,2/2/2021 20:47,1
3915,SB160501,1,Picking Using only,System Inital,2/2/2021 20:47,1
3916,SB160505,1,Picking Using only,System Inital,2/2/2021 20:47,1
3917,SB160509,1,Picking Using only,System Inital,2/2/2021 20:47,1
3918,SB160513,1,Picking Using only,System Inital,2/2/2021 20:47,1
3919,SB160601,1,Picking Using only,System Inital,2/2/2021 20:47,1
3920,SB160609,1,Picking Using only,System Inital,2/2/2021 20:47,1
3921,SB170203,1,Picking Using only,System Inital,2/2/2021 20:47,1
3922,SB170207,1,Picking Using only,System Inital,2/2/2021 20:47,1
3923,SB170209,1,Picking Using only,System Inital,2/2/2021 20:47,1
3924,SB170211,1,Picking Using only,System Inital,2/2/2021 20:47,1
3925,SB170213,1,Picking Using only,System Inital,2/2/2021 20:47,1
3926,SB170303,1,Picking Using only,System Inital,2/2/2021 20:47,1
3927,SB170305,1,Picking Using only,System Inital,2/2/2021 20:47,1
3928,SB170307,1,Picking Using only,System Inital,2/2/2021 20:47,1
3929,SB170309,1,Picking Using only,System Inital,2/2/2021 20:47,1
3930,SB170311,1,Picking Using only,System Inital,2/2/2021 20:47,1
3931,SB170315,1,Picking Using only,System Inital,2/2/2021 20:47,1
3932,SB170401,1,Picking Using only,System Inital,2/2/2021 20:47,1
3933,SB170403,1,Picking Using only,System Inital,2/2/2021 20:47,1
3934,SB170407,1,Picking Using only,System Inital,2/2/2021 20:47,1
3935,SB170409,1,Picking Using only,System Inital,2/2/2021 20:47,1
3936,SB170411,1,Picking Using only,System Inital,2/2/2021 20:47,1
3937,SB170413,1,Picking Using only,System Inital,2/2/2021 20:47,1
3938,SB170501,1,Picking Using only,System Inital,2/2/2021 20:47,1
3939,SB170505,1,Picking Using only,System Inital,2/2/2021 20:47,1
3940,SB170511,1,Picking Using only,System Inital,2/2/2021 20:47,1
3941,SB170601,1,Picking Using only,System Inital,2/2/2021 20:47,1
3942,SB180201,1,Picking Using only,System Inital,2/2/2021 20:47,1
3943,SB180205,1,Picking Using only,System Inital,2/2/2021 20:47,1
3944,SB180207,1,Picking Using only,System Inital,2/2/2021 20:47,1
3945,SB180209,1,Picking Using only,System Inital,2/2/2021 20:47,1
3946,SB180213,1,Picking Using only,System Inital,2/2/2021 20:47,1
3947,SB180215,1,Picking Using only,System Inital,2/2/2021 20:47,1
3948,SB180301,1,Picking Using only,System Inital,2/2/2021 20:47,1
3949,SB180307,1,Picking Using only,System Inital,2/2/2021 20:47,1
3950,SB180309,1,Picking Using only,System Inital,2/2/2021 20:47,1
3951,SB180312,1,Picking Using only,System Inital,2/2/2021 20:47,1
3952,SB180401,1,Picking Using only,System Inital,2/2/2021 20:47,1
3953,SB180405,1,Picking Using only,System Inital,2/2/2021 20:47,1
3954,SB180407,1,Picking Using only,System Inital,2/2/2021 20:47,1
3955,SB180409,1,Picking Using only,System Inital,2/2/2021 20:47,1
3956,SB180415,1,Picking Using only,System Inital,2/2/2021 20:47,1
3957,SB180509,1,Picking Using only,System Inital,2/2/2021 20:47,1
3958,SB180601,1,Picking Using only,System Inital,2/2/2021 20:47,1
3959,SB190101,1,Picking Using only,System Inital,2/2/2021 20:47,1
3960,SB190102,1,Picking Using only,System Inital,2/2/2021 20:47,1
3961,SB190103,1,Picking Using only,System Inital,2/2/2021 20:47,1
3962,SB190104,1,Picking Using only,System Inital,2/2/2021 20:47,1
3963,SBBRIDGE,2,Storage only,System Inital,2/2/2021 20:47,1
3964,SC000101,1,Picking Using only,System Inital,2/2/2021 20:47,1
3965,SC000109,1,Picking Using only,System Inital,2/2/2021 20:47,1
3966,SC000201,1,Picking Using only,System Inital,2/2/2021 20:47,1
3967,SC000205,1,Picking Using only,System Inital,2/2/2021 20:47,1
3968,SC000209,1,Picking Using only,System Inital,2/2/2021 20:47,1
3969,SC000213,1,Picking Using only,System Inital,2/2/2021 20:47,1
3970,SC000215,1,Picking Using only,System Inital,2/2/2021 20:47,1
3971,SC000301,1,Picking Using only,System Inital,2/2/2021 20:47,1
3972,SC000303,1,Picking Using only,System Inital,2/2/2021 20:47,1
3973,SC000309,1,Picking Using only,System Inital,2/2/2021 20:47,1
3974,SC000313,1,Picking Using only,System Inital,2/2/2021 20:47,1
3975,SC000401,1,Picking Using only,System Inital,2/2/2021 20:47,1
3976,SC000405,1,Picking Using only,System Inital,2/2/2021 20:47,1
3977,SC000409,1,Picking Using only,System Inital,2/2/2021 20:47,1
3978,SC000413,1,Picking Using only,System Inital,2/2/2021 20:47,1
3979,SC000509,1,Picking Using only,System Inital,2/2/2021 20:47,1
3980,SC000601,1,Picking Using only,System Inital,2/2/2021 20:47,1
3981,SC000612,1,Picking Using only,System Inital,2/2/2021 20:47,1
3982,SC010101,1,Picking Using only,System Inital,2/2/2021 20:47,1
3983,SC010109,1,Picking Using only,System Inital,2/2/2021 20:47,1
3984,SC010201,1,Picking Using only,System Inital,2/2/2021 20:47,1
3985,SC010203,1,Picking Using only,System Inital,2/2/2021 20:47,1
3986,SC010205,1,Picking Using only,System Inital,2/2/2021 20:47,1
3987,SC010207,1,Picking Using only,System Inital,2/2/2021 20:47,1
3988,SC010211,1,Picking Using only,System Inital,2/2/2021 20:47,1
3989,SC010213,1,Picking Using only,System Inital,2/2/2021 20:47,1
3990,SC010215,1,Picking Using only,System Inital,2/2/2021 20:47,1
3991,SC010301,1,Picking Using only,System Inital,2/2/2021 20:47,1
3992,SC010303,1,Picking Using only,System Inital,2/2/2021 20:47,1
3993,SC010305,1,Picking Using only,System Inital,2/2/2021 20:47,1
3994,SC010307,1,Picking Using only,System Inital,2/2/2021 20:47,1
3995,SC010309,1,Picking Using only,System Inital,2/2/2021 20:47,1
3996,SC010311,1,Picking Using only,System Inital,2/2/2021 20:47,1
3997,SC010313,1,Picking Using only,System Inital,2/2/2021 20:47,1
3998,SC010315,1,Picking Using only,System Inital,2/2/2021 20:47,1
3999,SC010403,1,Picking Using only,System Inital,2/2/2021 20:47,1
4000,SC010407,1,Picking Using only,System Inital,2/2/2021 20:47,1
4001,SC010409,1,Picking Using only,System Inital,2/2/2021 20:47,1
4002,SC010411,1,Picking Using only,System Inital,2/2/2021 20:47,1
4003,SC010413,1,Picking Using only,System Inital,2/2/2021 20:47,1
4004,SC010415,1,Picking Using only,System Inital,2/2/2021 20:47,1
4005,SC010501,1,Picking Using only,System Inital,2/2/2021 20:47,1
4006,SC010505,1,Picking Using only,System Inital,2/2/2021 20:47,1
4007,SC010509,1,Picking Using only,System Inital,2/2/2021 20:47,1
4008,SC010513,1,Picking Using only,System Inital,2/2/2021 20:47,1
4009,SC010601,1,Picking Using only,System Inital,2/2/2021 20:47,1
4010,SC010615,1,Picking Using only,System Inital,2/2/2021 20:47,1
4011,SC020101,1,Picking Using only,System Inital,2/2/2021 20:47,1
4012,SC020201,1,Picking Using only,System Inital,2/2/2021 20:47,1
4013,SC020203,1,Picking Using only,System Inital,2/2/2021 20:47,1
4014,SC020205,1,Picking Using only,System Inital,2/2/2021 20:47,1
4015,SC020207,1,Picking Using only,System Inital,2/2/2021 20:47,1
4016,SC020209,1,Picking Using only,System Inital,2/2/2021 20:47,1
4017,SC020211,1,Picking Using only,System Inital,2/2/2021 20:47,1
4018,SC020215,1,Picking Using only,System Inital,2/2/2021 20:47,1
4019,SC020301,1,Picking Using only,System Inital,2/2/2021 20:47,1
4020,SC020305,1,Picking Using only,System Inital,2/2/2021 20:47,1
4021,SC020307,1,Picking Using only,System Inital,2/2/2021 20:47,1
4022,SC020309,1,Picking Using only,System Inital,2/2/2021 20:47,1
4023,SC020313,1,Picking Using only,System Inital,2/2/2021 20:47,1
4024,SC020401,1,Picking Using only,System Inital,2/2/2021 20:47,1
4025,SC020403,1,Picking Using only,System Inital,2/2/2021 20:47,1
4026,SC020407,1,Picking Using only,System Inital,2/2/2021 20:47,1
4027,SC020409,1,Picking Using only,System Inital,2/2/2021 20:47,1
4028,SC020411,1,Picking Using only,System Inital,2/2/2021 20:47,1
4029,SC020413,1,Picking Using only,System Inital,2/2/2021 20:47,1
4030,SC020415,1,Picking Using only,System Inital,2/2/2021 20:47,1
4031,SC020501,1,Picking Using only,System Inital,2/2/2021 20:47,1
4032,SC020505,1,Picking Using only,System Inital,2/2/2021 20:47,1
4033,SC020509,1,Picking Using only,System Inital,2/2/2021 20:47,1
4034,SC020513,1,Picking Using only,System Inital,2/2/2021 20:47,1
4035,SC020601,1,Picking Using only,System Inital,2/2/2021 20:47,1
4036,SC030101,1,Picking Using only,System Inital,2/2/2021 20:47,1
4037,SC030201,1,Picking Using only,System Inital,2/2/2021 20:47,1
4038,SC030203,1,Picking Using only,System Inital,2/2/2021 20:47,1
4039,SC030205,1,Picking Using only,System Inital,2/2/2021 20:47,1
4040,SC030207,1,Picking Using only,System Inital,2/2/2021 20:47,1
4041,SC030209,1,Picking Using only,System Inital,2/2/2021 20:47,1
4042,SC030211,1,Picking Using only,System Inital,2/2/2021 20:47,1
4043,SC030213,1,Picking Using only,System Inital,2/2/2021 20:47,1
4044,SC030301,1,Picking Using only,System Inital,2/2/2021 20:47,1
4045,SC030303,1,Picking Using only,System Inital,2/2/2021 20:47,1
4046,SC030305,1,Picking Using only,System Inital,2/2/2021 20:47,1
4047,SC030307,1,Picking Using only,System Inital,2/2/2021 20:47,1
4048,SC030309,1,Picking Using only,System Inital,2/2/2021 20:47,1
4049,SC030313,1,Picking Using only,System Inital,2/2/2021 20:47,1
4050,SC030315,1,Picking Using only,System Inital,2/2/2021 20:47,1
4051,SC030409,1,Picking Using only,System Inital,2/2/2021 20:47,1
4052,SC030413,1,Picking Using only,System Inital,2/2/2021 20:47,1
4053,SC030415,1,Picking Using only,System Inital,2/2/2021 20:47,1
4054,SC030501,1,Picking Using only,System Inital,2/2/2021 20:47,1
4055,SC030505,1,Picking Using only,System Inital,2/2/2021 20:47,1
4056,SC030509,1,Picking Using only,System Inital,2/2/2021 20:47,1
4057,SC030513,1,Picking Using only,System Inital,2/2/2021 20:47,1
4058,SC030601,1,Picking Using only,System Inital,2/2/2021 20:47,1
4059,SC040101,1,Picking Using only,System Inital,2/2/2021 20:47,1
4060,SC040109,1,Picking Using only,System Inital,2/2/2021 20:47,1
4061,SC040203,1,Picking Using only,System Inital,2/2/2021 20:47,1
4062,SC040205,1,Picking Using only,System Inital,2/2/2021 20:47,1
4063,SC040209,1,Picking Using only,System Inital,2/2/2021 20:47,1
4064,SC040213,1,Picking Using only,System Inital,2/2/2021 20:47,1
4065,SC040215,1,Picking Using only,System Inital,2/2/2021 20:47,1
4066,SC040301,1,Picking Using only,System Inital,2/2/2021 20:47,1
4067,SC040303,1,Picking Using only,System Inital,2/2/2021 20:47,1
4068,SC040305,1,Picking Using only,System Inital,2/2/2021 20:47,1
4069,SC040307,1,Picking Using only,System Inital,2/2/2021 20:47,1
4070,SC040309,1,Picking Using only,System Inital,2/2/2021 20:47,1
4071,SC040311,1,Picking Using only,System Inital,2/2/2021 20:47,1
4072,SC040313,1,Picking Using only,System Inital,2/2/2021 20:47,1
4073,SC040315,1,Picking Using only,System Inital,2/2/2021 20:47,1
4074,SC040403,1,Picking Using only,System Inital,2/2/2021 20:47,1
4075,SC040409,1,Picking Using only,System Inital,2/2/2021 20:47,1
4076,SC040411,1,Picking Using only,System Inital,2/2/2021 20:47,1
4077,SC040501,1,Picking Using only,System Inital,2/2/2021 20:47,1
4078,SC040505,1,Picking Using only,System Inital,2/2/2021 20:47,1
4079,SC040509,1,Picking Using only,System Inital,2/2/2021 20:47,1
4080,SC040513,1,Picking Using only,System Inital,2/2/2021 20:47,1
4081,SC040604,1,Picking Using only,System Inital,2/2/2021 20:47,1
4082,SC040609,1,Picking Using only,System Inital,2/2/2021 20:47,1
4083,SC040709,1,Picking Using only,System Inital,2/2/2021 20:47,1
4084,SC050101,1,Picking Using only,System Inital,2/2/2021 20:47,1
4085,SC050109,1,Picking Using only,System Inital,2/2/2021 20:47,1
4086,SC050201,1,Picking Using only,System Inital,2/2/2021 20:47,1
4087,SC050205,1,Picking Using only,System Inital,2/2/2021 20:47,1
4088,SC050207,1,Picking Using only,System Inital,2/2/2021 20:47,1
4089,SC050209,1,Picking Using only,System Inital,2/2/2021 20:47,1
4090,SC050211,1,Picking Using only,System Inital,2/2/2021 20:47,1
4091,SC050213,1,Picking Using only,System Inital,2/2/2021 20:47,1
4092,SC050215,1,Picking Using only,System Inital,2/2/2021 20:47,1
4093,SC050301,1,Picking Using only,System Inital,2/2/2021 20:47,1
4094,SC050305,1,Picking Using only,System Inital,2/2/2021 20:47,1
4095,SC050307,1,Picking Using only,System Inital,2/2/2021 20:47,1
4096,SC050311,1,Picking Using only,System Inital,2/2/2021 20:47,1
4097,SC050313,1,Picking Using only,System Inital,2/2/2021 20:47,1
4098,SC050315,1,Picking Using only,System Inital,2/2/2021 20:47,1
4099,SC050401,1,Picking Using only,System Inital,2/2/2021 20:47,1
4100,SC050407,1,Picking Using only,System Inital,2/2/2021 20:47,1
4101,SC050409,1,Picking Using only,System Inital,2/2/2021 20:47,1
4102,SC050411,1,Picking Using only,System Inital,2/2/2021 20:47,1
4103,SC050415,1,Picking Using only,System Inital,2/2/2021 20:47,1
4104,SC050501,1,Picking Using only,System Inital,2/2/2021 20:47,1
4105,SC050505,1,Picking Using only,System Inital,2/2/2021 20:47,1
4106,SC050509,1,Picking Using only,System Inital,2/2/2021 20:47,1
4107,SC050513,1,Picking Using only,System Inital,2/2/2021 20:47,1
4108,SC050601,1,Picking Using only,System Inital,2/2/2021 20:47,1
4109,SC050609,2,Storage only,System Inital,2/2/2021 20:47,1
4110,SC050701,2,Storage only,System Inital,2/2/2021 20:47,1
4111,SC060109,1,Picking Using only,System Inital,2/2/2021 20:47,1
4112,SC060201,1,Picking Using only,System Inital,2/2/2021 20:47,1
4113,SC060207,1,Picking Using only,System Inital,2/2/2021 20:47,1
4114,SC060211,1,Picking Using only,System Inital,2/2/2021 20:47,1
4115,SC060301,1,Picking Using only,System Inital,2/2/2021 20:47,1
4116,SC060303,1,Picking Using only,System Inital,2/2/2021 20:47,1
4117,SC060305,1,Picking Using only,System Inital,2/2/2021 20:47,1
4118,SC060307,1,Picking Using only,System Inital,2/2/2021 20:47,1
4119,SC060313,1,Picking Using only,System Inital,2/2/2021 20:47,1
4120,SC060403,1,Picking Using only,System Inital,2/2/2021 20:47,1
4121,SC060407,1,Picking Using only,System Inital,2/2/2021 20:47,1
4122,SC060413,1,Picking Using only,System Inital,2/2/2021 20:47,1
4123,SC060415,1,Picking Using only,System Inital,2/2/2021 20:47,1
4124,SC060501,1,Picking Using only,System Inital,2/2/2021 20:47,1
4125,SC060505,1,Picking Using only,System Inital,2/2/2021 20:47,1
4126,SC060511,1,Picking Using only,System Inital,2/2/2021 20:47,1
4127,SC060514,2,Storage only,System Inital,2/2/2021 20:47,1
4128,SC060601,1,Picking Using only,System Inital,2/2/2021 20:47,1
4129,SC070101,1,Picking Using only,System Inital,2/2/2021 20:47,1
4130,SC070109,1,Picking Using only,System Inital,2/2/2021 20:47,1
4131,SC070203,1,Picking Using only,System Inital,2/2/2021 20:47,1
4132,SC070207,1,Picking Using only,System Inital,2/2/2021 20:47,1
4133,SC070215,1,Picking Using only,System Inital,2/2/2021 20:47,1
4134,SC070301,1,Picking Using only,System Inital,2/2/2021 20:47,1
4135,SC070303,1,Picking Using only,System Inital,2/2/2021 20:47,1
4136,SC070309,1,Picking Using only,System Inital,2/2/2021 20:47,1
4137,SC070311,1,Picking Using only,System Inital,2/2/2021 20:47,1
4138,SC070313,1,Picking Using only,System Inital,2/2/2021 20:47,1
4139,SC070315,1,Picking Using only,System Inital,2/2/2021 20:47,1
4140,SC070401,1,Picking Using only,System Inital,2/2/2021 20:47,1
4141,SC070405,1,Picking Using only,System Inital,2/2/2021 20:47,1
4142,SC070407,1,Picking Using only,System Inital,2/2/2021 20:47,1
4143,SC070409,1,Picking Using only,System Inital,2/2/2021 20:47,1
4144,SC070412,1,Picking Using only,System Inital,2/2/2021 20:47,1
4145,SC070415,1,Picking Using only,System Inital,2/2/2021 20:47,1
4146,SC070501,1,Picking Using only,System Inital,2/2/2021 20:47,1
4147,SC070503,1,Picking Using only,System Inital,2/2/2021 20:47,1
4148,SC070507,1,Picking Using only,System Inital,2/2/2021 20:47,1
4149,SC070509,1,Picking Using only,System Inital,2/2/2021 20:47,1
4150,SC070513,1,Picking Using only,System Inital,2/2/2021 20:47,1
4151,SC070613,1,Picking Using only,System Inital,2/2/2021 20:47,1
4152,SC070701,2,Storage only,System Inital,2/2/2021 20:47,1
4153,SC080101,1,Picking Using only,System Inital,2/2/2021 20:47,1
4154,SC080201,1,Picking Using only,System Inital,2/2/2021 20:47,1
4155,SC080207,1,Picking Using only,System Inital,2/2/2021 20:47,1
4156,SC080211,1,Picking Using only,System Inital,2/2/2021 20:47,1
4157,SC080213,1,Picking Using only,System Inital,2/2/2021 20:47,1
4158,SC080215,1,Picking Using only,System Inital,2/2/2021 20:47,1
4159,SC080301,1,Picking Using only,System Inital,2/2/2021 20:47,1
4160,SC080305,1,Picking Using only,System Inital,2/2/2021 20:47,1
4161,SC080309,1,Picking Using only,System Inital,2/2/2021 20:47,1
4162,SC080313,1,Picking Using only,System Inital,2/2/2021 20:47,1
4163,SC080401,1,Picking Using only,System Inital,2/2/2021 20:47,1
4164,SC080405,1,Picking Using only,System Inital,2/2/2021 20:47,1
4165,SC080409,1,Picking Using only,System Inital,2/2/2021 20:47,1
4166,SC080413,1,Picking Using only,System Inital,2/2/2021 20:47,1
4167,SC080501,1,Picking Using only,System Inital,2/2/2021 20:47,1
4168,SC080509,1,Picking Using only,System Inital,2/2/2021 20:47,1
4169,SC080601,1,Picking Using only,System Inital,2/2/2021 20:47,1
4170,SC080605,1,Picking Using only,System Inital,2/2/2021 20:47,1
4171,SC080609,1,Picking Using only,System Inital,2/2/2021 20:47,1
4172,SC080701,2,Storage only,System Inital,2/2/2021 20:47,1
4173,SC100101,1,Picking Using only,System Inital,2/2/2021 20:47,1
4174,SC100205,1,Picking Using only,System Inital,2/2/2021 20:47,1
4175,SC100211,1,Picking Using only,System Inital,2/2/2021 20:47,1
4176,SC100215,1,Picking Using only,System Inital,2/2/2021 20:47,1
4177,SC100301,1,Picking Using only,System Inital,2/2/2021 20:47,1
4178,SC100307,1,Picking Using only,System Inital,2/2/2021 20:47,1
4179,SC100309,1,Picking Using only,System Inital,2/2/2021 20:47,1
4180,SC100311,1,Picking Using only,System Inital,2/2/2021 20:47,1
4181,SC100403,1,Picking Using only,System Inital,2/2/2021 20:47,1
4182,SC100409,1,Picking Using only,System Inital,2/2/2021 20:47,1
4183,SC100415,1,Picking Using only,System Inital,2/2/2021 20:47,1
4184,SC100501,1,Picking Using only,System Inital,2/2/2021 20:47,1
4185,SC100509,1,Picking Using only,System Inital,2/2/2021 20:47,1
